age,income,loan_amount,term_months,credit_score,num_of_defaults,employment_years,home_ownership,purpose,monthly_payment,dti,prob_default,default
57,63655,5415,48,540,2,3,RENT,home_improvement,153.07,0.0289,0.3634,1
68,59627,15659,36,700,0,22,RENT,credit_card,439.87,0.0885,0.1217,0
65,36315,15993,48,645,0,18,OWN,debt_consolidation,287.58,0.095,0.1508,0
59,37801,8922,36,595,0,26,RENT,credit_card,269.02,0.0854,0.131,0
52,52741,12407,60,748,0,0,OTHER,credit_card,211.98,0.0482,0.0932,0
37,38936,1000,60,559,0,0,RENT,home_improvement,-13.92,-0.0043,0.0976,0
55,76252,21785,60,674,0,8,RENT,home_improvement,458.26,0.0721,0.168,0
57,38080,21947,36,607,0,29,MORTGAGE,home_improvement,628.76,0.1981,0.2828,0
39,11064,15489,36,669,0,19,RENT,credit_card,375.57,0.4073,0.6822,0
64,23970,22655,12,630,0,12,OTHER,credit_card,1904.39,0.9534,1.0,1
49,25240,16311,36,637,0,10,RENT,debt_consolidation,443.97,0.2111,0.4184,1
27,44733,31162,36,654,0,18,RENT,debt_consolidation,808.94,0.217,0.3785,0
48,54321,2035,60,582,0,20,RENT,home_improvement,22.25,0.0049,0.0785,0
29,51076,17017,60,721,0,16,RENT,debt_consolidation,302.99,0.0712,0.1193,1
48,59218,24033,36,696,0,2,OWN,debt_consolidation,621.2,0.1259,0.2296,0
26,44954,29921,48,580,0,19,RENT,debt_consolidation,553.47,0.1477,0.3194,0
49,45661,22925,36,748,0,12,RENT,debt_consolidation,568.03,0.1493,0.192,0
37,85037,4620,24,703,0,27,RENT,debt_consolidation,126.28,0.0178,0.0563,0
36,74107,1000,60,657,0,21,RENT,debt_consolidation,43.38,0.007,0.0567,0
43,58166,13301,60,550,0,24,MORTGAGE,debt_consolidation,242.11,0.0499,0.1144,0
51,68333,18617,24,604,0,18,RENT,debt_consolidation,729.65,0.1281,0.2096,0
23,11475,24447,60,517,0,19,MORTGAGE,debt_consolidation,396.66,0.4148,0.8059,1
41,33549,4045,60,662,0,20,RENT,debt_consolidation,1.8,0.0006,0.0563,0
46,41355,21107,24,709,2,23,RENT,major_purchase,847.07,0.2458,0.6376,1
56,33784,1000,36,599,0,8,OWN,debt_consolidation,-5.39,-0.0019,0.0712,0
62,19085,7605,48,650,0,18,MORTGAGE,home_improvement,173.39,0.109,0.1355,0
57,58410,23602,60,719,0,18,MORTGAGE,debt_consolidation,452.27,0.0929,0.1092,0
42,77714,3087,36,606,1,22,OWN,debt_consolidation,31.06,0.0048,0.0929,0
62,49743,3964,36,689,0,24,RENT,credit_card,68.68,0.0166,0.0594,0
32,62963,9745,48,797,1,0,RENT,credit_card,216.67,0.0413,0.1297,0
62,49149,16769,48,701,0,16,OWN,debt_consolidation,277.36,0.0677,0.0974,0
33,41167,3847,36,577,0,13,RENT,debt_consolidation,61.13,0.0178,0.1183,0
31,68383,14677,24,648,0,11,MORTGAGE,debt_consolidation,654.37,0.1148,0.1672,0
36,21436,10678,60,700,0,1,OWN,major_purchase,239.14,0.1339,0.1587,0
28,12731,26579,48,684,0,21,MORTGAGE,debt_consolidation,507.18,0.4781,0.7516,1
60,21154,10162,60,574,1,2,OWN,debt_consolidation,128.05,0.0726,0.2768,0
60,67071,15283,60,680,0,27,MORTGAGE,small_business,288.22,0.0516,0.1037,0
65,51744,16663,60,635,1,23,RENT,debt_consolidation,325.64,0.0755,0.2004,0
22,57530,10802,60,618,0,4,OWN,debt_consolidation,164.77,0.0344,0.1078,0
50,83538,22697,60,688,0,2,RENT,debt_consolidation,342.94,0.0493,0.1287,0
50,26733,24776,48,773,0,13,OWN,debt_consolidation,541.32,0.243,0.3038,0
32,74083,10110,48,597,0,23,OWN,debt_consolidation,226.5,0.0367,0.0932,0
30,42073,17931,48,681,0,23,MORTGAGE,other,369.74,0.1055,0.1196,0
64,39032,5724,48,644,0,17,MORTGAGE,other,209.06,0.0643,0.0932,0
31,51624,20638,12,692,0,4,OWN,credit_card,1730.22,0.4022,0.7376,1
35,54754,17328,36,657,0,2,RENT,credit_card,422.44,0.0926,0.1869,0
36,45789,11360,24,609,0,22,MORTGAGE,credit_card,492.36,0.129,0.171,0
37,62206,18299,36,606,0,1,RENT,credit_card,472.1,0.0911,0.2741,0
46,51704,20928,24,682,0,8,MORTGAGE,major_purchase,861.6,0.2,0.3093,1
22,46013,27303,60,659,0,17,OWN,credit_card,491.44,0.1282,0.1721,0
32,41674,18974,36,693,0,26,MORTGAGE,debt_consolidation,568.22,0.1636,0.1569,0
46,54766,23884,36,538,0,1,OWN,debt_consolidation,514.08,0.1126,0.3133,0
43,22866,34048,48,726,0,21,OWN,other,678.92,0.3563,0.4809,0
38,28510,4660,36,749,0,18,RENT,debt_consolidation,102.18,0.043,0.0652,0
52,42650,26713,60,660,0,2,MORTGAGE,other,443.06,0.1247,0.2519,0
69,60897,6208,36,696,0,25,RENT,home_improvement,126.48,0.0249,0.0662,0
58,92857,7865,36,718,1,17,MORTGAGE,credit_card,202.17,0.0261,0.0957,0
67,46813,14882,60,637,0,13,RENT,debt_consolidation,242.14,0.0621,0.1483,0
23,14515,8539,48,666,0,12,MORTGAGE,debt_consolidation,92.13,0.0762,0.0966,0
58,34195,6867,60,683,1,15,RENT,credit_card,104.01,0.0365,0.1204,1
23,63177,14395,36,613,1,20,RENT,home_improvement,446.65,0.0848,0.2277,0
50,30594,11667,36,659,0,27,MORTGAGE,home_improvement,260.44,0.1022,0.0926,0
21,23885,8346,36,508,1,10,MORTGAGE,credit_card,237.33,0.1192,0.3668,0
50,63073,5473,24,606,0,20,OWN,debt_consolidation,230.65,0.0439,0.0852,0
65,59297,29251,36,752,0,22,MORTGAGE,major_purchase,720.7,0.1458,0.1617,1
52,20549,2997,36,677,0,23,RENT,other,64.41,0.0376,0.0613,0
48,32100,13323,60,594,0,23,RENT,other,216.54,0.0809,0.1386,0
41,74893,26179,48,563,0,11,RENT,credit_card,606.81,0.0972,0.2994,0
66,67056,23095,36,826,0,29,RENT,debt_consolidation,622.2,0.1113,0.0906,0
33,26052,17337,36,600,0,2,RENT,debt_consolidation,499.37,0.23,0.418,1
47,10222,8763,60,615,0,5,OWN,credit_card,109.75,0.1288,0.2267,0
56,55370,14812,24,691,0,15,RENT,home_improvement,631.25,0.1368,0.1937,0
27,44078,3759,36,591,1,11,RENT,credit_card,147.28,0.0401,0.1809,0
42,53634,12148,36,676,0,20,OWN,home_improvement,253.71,0.0568,0.0765,0
30,62693,11997,48,651,0,19,RENT,small_business,256.1,0.049,0.1378,0
59,30874,12962,36,567,1,25,RENT,debt_consolidation,385.94,0.15,0.3823,1
35,41357,7119,60,653,0,5,RENT,other,111.22,0.0323,0.1179,0
35,32018,1000,36,672,0,19,OTHER,debt_consolidation,39.08,0.0146,0.0485,0
24,32735,27518,36,575,1,13,RENT,debt_consolidation,801.47,0.2938,0.769,1
52,61295,25297,36,686,0,23,MORTGAGE,small_business,633.74,0.1241,0.2018,0
43,52881,23746,36,698,0,8,OWN,other,678.41,0.1539,0.2274,1
26,18741,18784,36,578,0,16,RENT,major_purchase,580.62,0.3718,0.623,0
44,64502,16703,60,683,0,11,RENT,small_business,256.45,0.0477,0.1458,0
40,42998,8063,36,666,0,0,OWN,other,191.88,0.0535,0.1062,0
57,65423,9131,60,625,0,19,OTHER,credit_card,119.94,0.022,0.0854,0
40,29705,29553,36,631,0,21,RENT,home_improvement,835.33,0.3375,0.6268,0
32,31486,31829,36,677,1,7,RENT,debt_consolidation,954.87,0.3639,0.8017,0
53,55034,13152,36,608,0,27,RENT,debt_consolidation,468.88,0.1022,0.1549,1
48,28070,15037,36,690,0,11,RENT,home_improvement,496.17,0.2121,0.3533,0
28,44502,22323,48,593,1,15,MORTGAGE,home_improvement,447.77,0.1207,0.3522,0
21,25798,15934,60,598,1,0,OWN,debt_consolidation,222.55,0.1035,0.3326,1
57,42172,16690,48,560,0,2,RENT,credit_card,270.67,0.077,0.2744,1
42,49362,14402,36,529,0,11,MORTGAGE,other,422.36,0.1027,0.256,1
26,50305,5621,12,660,3,3,RENT,credit_card,615.31,0.1468,0.5972,0
41,42705,11269,60,513,0,9,OWN,other,198.13,0.0557,0.1679,0
52,56667,13663,60,672,0,1,OWN,other,244.85,0.0518,0.1335,0
55,52955,1000,36,644,0,28,RENT,home_improvement,25.62,0.0058,0.0543,0
35,48212,15875,12,782,0,8,RENT,debt_consolidation,1350.72,0.3362,0.47,0
25,37482,38225,48,692,0,2,RENT,debt_consolidation,765.25,0.245,0.4807,1
66,71364,10706,48,685,0,19,OTHER,credit_card,239.28,0.0402,0.0677,0
68,57725,15331,36,602,0,19,MORTGAGE,home_improvement,410.89,0.0854,0.1477,0
26,29277,6595,36,610,0,0,RENT,debt_consolidation,207.05,0.0849,0.1665,0
45,62977,4061,60,620,1,4,OWN,small_business,67.08,0.0128,0.1627,0
66,67509,11899,36,647,1,4,OWN,home_improvement,356.49,0.0634,0.1791,0
60,48368,21297,36,609,0,1,RENT,debt_consolidation,546.0,0.1355,0.2945,1
49,49698,12662,12,689,1,14,RENT,major_purchase,1109.66,0.2679,0.4887,0
27,8822,11259,36,622,0,0,MORTGAGE,debt_consolidation,361.37,0.4915,0.9301,1
60,33131,19955,60,728,0,20,RENT,debt_consolidation,317.64,0.115,0.1293,0
33,66873,17000,48,592,0,4,MORTGAGE,debt_consolidation,325.97,0.0585,0.1703,0
58,34347,17792,60,702,0,6,OWN,debt_consolidation,233.36,0.0815,0.1132,0
38,46803,26902,36,785,0,10,RENT,small_business,689.04,0.1767,0.2996,1
22,32827,25646,60,773,2,25,MORTGAGE,home_improvement,407.85,0.1491,0.3284,1
28,54616,29957,36,589,0,9,RENT,credit_card,839.84,0.1845,0.4233,0
31,57874,2871,12,730,1,1,MORTGAGE,home_improvement,249.32,0.0517,0.148,0
53,58409,23572,60,494,0,29,RENT,home_improvement,480.01,0.0986,0.2256,1
58,27212,31458,24,541,0,28,OWN,credit_card,1285.16,0.5667,0.946,1
68,52134,1000,36,692,1,27,MORTGAGE,small_business,-2.78,-0.0006,0.0918,0
47,81531,14799,36,680,0,13,RENT,credit_card,406.42,0.0598,0.1262,0
40,64969,9567,12,692,0,23,RENT,small_business,751.45,0.1388,0.2218,0
32,51866,14756,24,615,0,20,OWN,major_purchase,691.3,0.1599,0.1843,0
63,11380,26469,48,571,0,4,OWN,debt_consolidation,641.07,0.676,1.0,1
51,45012,1042,36,523,0,15,RENT,credit_card,68.56,0.0183,0.1206,0
47,82927,17449,36,589,0,24,OTHER,small_business,531.23,0.0769,0.1463,1
52,76372,9353,48,695,0,1,MORTGAGE,small_business,186.77,0.0293,0.1101,0
30,59228,26776,36,710,0,9,RENT,debt_consolidation,777.42,0.1575,0.2854,0
23,35613,19209,48,670,0,26,OWN,debt_consolidation,462.6,0.1559,0.156,1
65,51045,13422,60,663,0,17,RENT,credit_card,207.62,0.0488,0.1116,0
47,65469,7818,24,768,0,4,MORTGAGE,debt_consolidation,397.39,0.0728,0.0733,0
55,68810,41579,48,748,0,16,RENT,debt_consolidation,865.04,0.1509,0.2779,0
51,56252,17798,36,716,0,10,RENT,debt_consolidation,489.48,0.1044,0.1613,0
35,67100,1000,48,730,0,4,RENT,debt_consolidation,-23.03,-0.0041,0.0487,0
36,48826,6892,36,674,0,20,OTHER,debt_consolidation,202.48,0.0498,0.0629,0
33,47941,19126,36,683,0,23,RENT,small_business,587.28,0.147,0.2701,0
69,40821,7699,24,595,0,5,RENT,debt_consolidation,207.8,0.0611,0.14,0
55,58490,8929,48,676,0,26,OWN,credit_card,203.18,0.0417,0.0585,0
31,70006,24859,24,604,0,21,RENT,credit_card,1072.09,0.1838,0.3456,0
41,64168,23974,36,736,0,15,RENT,small_business,671.9,0.1257,0.2021,0
31,25639,9287,60,693,0,4,OWN,debt_consolidation,56.41,0.0264,0.0725,0
50,26710,26708,36,620,0,20,RENT,debt_consolidation,673.94,0.3028,0.6158,0
68,72072,7893,48,699,0,23,OWN,other,160.44,0.0267,0.0496,0
55,53531,31935,36,728,0,29,RENT,small_business,803.42,0.1801,0.2468,0
42,54312,20375,60,588,0,15,OWN,home_improvement,473.84,0.1047,0.2098,0
58,53862,17901,36,632,0,16,RENT,debt_consolidation,562.14,0.1252,0.2456,0
51,85032,11151,36,581,1,8,OWN,debt_consolidation,257.92,0.0364,0.2228,1
34,41074,8913,48,647,1,21,RENT,debt_consolidation,229.35,0.067,0.186,0
44,72332,1000,60,743,0,24,RENT,debt_consolidation,50.17,0.0083,0.0396,0
69,54672,12058,60,650,1,1,RENT,debt_consolidation,182.84,0.0401,0.2496,0
52,17989,14895,36,690,0,18,RENT,debt_consolidation,462.9,0.3088,0.499,1
56,33502,1000,60,611,0,16,RENT,debt_consolidation,-87.66,-0.0314,0.0588,0
52,37859,23233,48,709,0,4,OWN,major_purchase,466.93,0.148,0.2447,0
35,71862,13396,60,645,0,1,OWN,home_improvement,197.14,0.0329,0.1156,0
63,74545,27147,60,703,0,10,RENT,debt_consolidation,542.32,0.0873,0.1966,0
55,57077,8163,36,710,1,0,RENT,other,178.73,0.0376,0.1898,0
23,39544,27364,48,576,0,8,OWN,major_purchase,604.35,0.1834,0.3954,0
36,31780,10509,48,602,1,26,OTHER,debt_consolidation,184.56,0.0697,0.1956,0
25,72751,14497,48,621,0,24,RENT,debt_consolidation,355.16,0.0586,0.113,0
41,24308,17156,24,774,0,5,RENT,debt_consolidation,693.25,0.3422,0.5527,1
30,47922,14583,12,745,0,10,RENT,home_improvement,1154.53,0.2891,0.367,0
39,97289,18043,12,657,1,26,RENT,debt_consolidation,1502.09,0.1853,0.421,0
45,39604,1000,60,841,0,7,RENT,debt_consolidation,58.86,0.0178,0.0383,0
24,24566,13606,24,558,0,12,MORTGAGE,credit_card,593.06,0.2897,0.6007,0
49,14690,14195,12,633,0,26,OWN,home_improvement,1108.27,0.9053,0.8455,0
39,98080,1000,36,732,0,11,RENT,debt_consolidation,-52.13,-0.0064,0.051,0
63,56972,21424,48,653,0,8,OTHER,credit_card,414.16,0.0872,0.1447,1
22,32618,5886,60,590,0,14,RENT,debt_consolidation,48.85,0.018,0.11,0
30,46217,24423,48,677,0,4,RENT,credit_card,463.71,0.1204,0.2424,0
63,36740,15859,36,837,0,14,RENT,debt_consolidation,417.47,0.1364,0.1315,0
45,12728,9257,60,591,0,1,RENT,credit_card,183.88,0.1734,0.3743,0
40,65762,25046,12,598,0,14,MORTGAGE,credit_card,2073.36,0.3783,0.7582,1
68,50676,31618,60,574,0,19,RENT,debt_consolidation,467.73,0.1108,0.2458,1
39,64099,15385,24,620,0,2,MORTGAGE,debt_consolidation,595.18,0.1114,0.1852,1
43,50131,28748,48,725,0,9,MORTGAGE,debt_consolidation,621.11,0.1487,0.2338,0
44,52624,13238,12,759,0,6,RENT,debt_consolidation,1097.61,0.2503,0.3068,1
31,8000,24623,60,561,0,9,OWN,debt_consolidation,374.79,0.5622,1.0,1
66,68156,11325,24,692,0,25,OWN,debt_consolidation,503.45,0.0886,0.079,0
54,28233,33258,24,704,0,9,MORTGAGE,debt_consolidation,1426.1,0.6061,0.8722,1
48,33358,25773,60,602,0,7,RENT,debt_consolidation,467.83,0.1683,0.4298,0
25,39442,19703,24,701,0,12,RENT,other,815.91,0.2482,0.4254,0
25,8826,1000,48,676,0,20,MORTGAGE,other,-24.16,-0.0328,0.0295,0
41,38348,19488,48,726,1,1,RENT,debt_consolidation,394.73,0.1235,0.3167,0
32,36956,2650,48,494,0,11,RENT,credit_card,19.72,0.0064,0.1472,0
24,42443,18532,36,670,0,8,OWN,other,383.11,0.1083,0.1432,0
69,15976,27774,60,706,0,29,RENT,credit_card,451.1,0.3388,0.4548,1
62,68554,21889,60,723,2,0,OWN,small_business,257.37,0.0451,0.3713,1
40,57961,23587,36,706,0,20,MORTGAGE,small_business,618.9,0.1281,0.1706,1
58,32719,11269,36,565,0,11,OWN,other,283.89,0.1041,0.1914,0
45,38369,1000,36,749,0,11,OWN,debt_consolidation,105.01,0.0328,0.0507,0
34,66762,7285,36,702,0,2,RENT,debt_consolidation,143.07,0.0257,0.1013,0
31,44850,11702,36,651,1,23,MORTGAGE,debt_consolidation,336.72,0.0901,0.2059,0
52,25189,14859,60,652,1,7,MORTGAGE,credit_card,231.86,0.1105,0.2765,1
31,48328,27691,48,773,0,12,RENT,credit_card,599.93,0.149,0.2006,0
38,28243,22305,48,699,0,27,RENT,debt_consolidation,431.54,0.1834,0.2429,1
47,35842,37197,36,660,0,27,MORTGAGE,debt_consolidation,954.32,0.3195,0.4811,1
38,48987,4987,36,590,0,16,RENT,home_improvement,143.88,0.0352,0.1237,0
43,71104,26639,48,634,0,19,RENT,debt_consolidation,555.84,0.0938,0.1638,0
31,90466,23753,48,590,0,27,RENT,home_improvement,504.24,0.0669,0.1325,0
41,77252,13834,48,527,1,9,RENT,home_improvement,273.21,0.0424,0.306,0
64,48562,5390,12,665,0,14,RENT,credit_card,431.37,0.1066,0.1375,0
25,95146,8845,48,527,0,23,MORTGAGE,debt_consolidation,224.49,0.0283,0.0998,0
43,61165,8364,36,605,0,24,OWN,other,267.96,0.0526,0.0826,0
61,30406,32106,36,628,0,8,OWN,debt_consolidation,851.62,0.3361,0.6408,1
45,51890,23282,48,547,0,17,RENT,small_business,477.62,0.1105,0.3697,0
61,36861,23656,36,721,1,24,RENT,small_business,597.02,0.1944,0.4676,0
30,25041,15876,60,642,1,7,RENT,credit_card,293.0,0.1404,0.3384,0
42,26515,12712,36,489,0,26,RENT,home_improvement,376.22,0.1703,0.2955,1
39,47055,18373,48,708,0,13,OWN,debt_consolidation,453.56,0.1157,0.1422,0
21,65084,16024,60,773,0,10,RENT,small_business,303.91,0.056,0.1248,0
27,71364,14039,36,662,1,12,RENT,debt_consolidation,398.91,0.0671,0.23,0
24,25105,18666,60,693,0,15,OTHER,credit_card,440.07,0.2104,0.2949,1
21,43934,4341,48,672,0,13,RENT,debt_consolidation,107.8,0.0294,0.0723,0
35,59731,17670,60,689,0,8,MORTGAGE,other,322.29,0.0647,0.1182,0
60,53037,13892,36,612,0,8,RENT,other,295.37,0.0668,0.1821,0
32,63890,7853,24,597,0,18,RENT,home_improvement,367.82,0.0691,0.1553,1
42,41306,21406,36,576,0,4,OWN,credit_card,715.44,0.2078,0.3761,0
42,75458,32951,48,658,0,14,RENT,debt_consolidation,700.81,0.1114,0.2198,0
67,49915,27780,36,695,0,28,RENT,credit_card,810.86,0.1949,0.2526,0
37,65154,12173,36,694,0,10,RENT,major_purchase,393.6,0.0725,0.1258,0
49,42384,21643,12,620,0,18,RENT,home_improvement,1893.69,0.5362,0.8648,0
66,51167,23433,36,636,0,5,OWN,credit_card,681.38,0.1598,0.3211,0
34,18079,16191,48,636,0,9,OWN,small_business,258.19,0.1714,0.3694,0
40,33264,14760,24,614,0,15,RENT,debt_consolidation,626.45,0.226,0.3385,0
68,45850,18437,36,515,0,28,RENT,other,550.99,0.1442,0.3069,0
53,52001,40125,12,636,0,4,MORTGAGE,credit_card,3378.63,0.7797,0.8737,1
63,103624,17573,48,629,1,17,RENT,debt_consolidation,358.48,0.0415,0.2264,1
35,42362,2325,60,646,0,18,OWN,home_improvement,20.37,0.0058,0.0487,0
32,22467,4537,48,612,0,22,MORTGAGE,other,76.45,0.0408,0.0894,0
60,84049,13288,12,670,0,9,RENT,credit_card,1099.88,0.157,0.2374,0
40,71576,2531,36,839,0,9,RENT,credit_card,76.86,0.0129,0.0384,0
50,26869,13674,36,704,0,11,OTHER,small_business,406.95,0.1817,0.2742,0
58,59305,37252,48,616,0,20,RENT,other,794.88,0.1608,0.336,0
23,66704,9885,36,634,0,2,RENT,other,252.99,0.0455,0.129,0
48,53276,4127,60,642,0,3,OWN,debt_consolidation,9.34,0.0021,0.0767,0
46,56516,12924,60,658,1,21,RENT,credit_card,234.32,0.0498,0.1802,0
50,37354,13960,24,649,1,23,OTHER,small_business,567.19,0.1822,0.4497,1
33,60075,5111,24,618,0,11,RENT,credit_card,293.33,0.0586,0.1243,0
33,40172,2616,36,614,0,6,OWN,credit_card,118.27,0.0353,0.1021,0
22,8000,28562,36,695,0,11,OWN,credit_card,810.43,1.2157,1.0,1
57,53925,20007,48,631,1,2,OWN,debt_consolidation,379.03,0.0843,0.3203,0
69,16481,10172,48,690,0,17,OWN,debt_consolidation,144.35,0.1051,0.0976,0
58,70269,3445,24,634,1,18,OTHER,debt_consolidation,143.66,0.0245,0.111,0
22,27383,9825,60,523,0,4,MORTGAGE,home_improvement,171.06,0.075,0.1722,1
56,8000,2739,48,576,0,13,RENT,debt_consolidation,-29.78,-0.0447,0.0661,0
46,14614,9205,60,537,0,22,OWN,other,177.09,0.1454,0.2489,1
31,49170,35669,48,664,0,29,RENT,debt_consolidation,745.57,0.182,0.3238,1
28,53730,17388,48,531,0,7,RENT,debt_consolidation,228.71,0.0511,0.2328,0
64,21747,8819,36,615,0,21,RENT,other,202.18,0.1116,0.159,0
60,28552,21795,48,624,0,14,MORTGAGE,credit_card,414.59,0.1742,0.2416,0
63,49838,5699,24,632,0,15,RENT,debt_consolidation,176.45,0.0425,0.0921,0
42,69444,10943,48,711,0,28,MORTGAGE,other,247.35,0.0427,0.0579,0
40,25798,1000,24,723,0,17,RENT,home_improvement,131.08,0.061,0.066,0
28,57583,27740,24,597,0,10,MORTGAGE,credit_card,1179.01,0.2457,0.4288,1
49,15226,12982,24,648,0,1,RENT,other,572.53,0.4512,0.7755,1
60,56317,6812,24,620,0,9,MORTGAGE,debt_consolidation,245.04,0.0522,0.0953,0
46,65115,21494,36,679,0,10,OWN,debt_consolidation,622.54,0.1147,0.1637,0
50,60484,4522,60,644,1,4,OTHER,small_business,66.2,0.0131,0.198,1
37,69887,5130,36,681,0,26,MORTGAGE,debt_consolidation,142.54,0.0245,0.0428,0
40,68554,11209,48,570,0,29,MORTGAGE,other,203.34,0.0356,0.0956,0
36,86938,3024,24,665,0,20,RENT,debt_consolidation,47.09,0.0065,0.0691,0
66,52172,8465,36,551,0,16,OWN,debt_consolidation,281.12,0.0647,0.1347,0
63,86997,13018,36,595,0,0,RENT,credit_card,369.68,0.051,0.2047,0
27,31118,13921,36,657,0,24,RENT,home_improvement,375.24,0.1447,0.1733,0
36,45893,1753,24,513,0,13,MORTGAGE,debt_consolidation,164.32,0.043,0.1447,1
65,47699,12556,36,496,0,14,RENT,debt_consolidation,298.96,0.0752,0.2544,0
67,29144,20806,24,569,0,6,RENT,other,898.93,0.3701,0.8535,1
68,8000,22474,60,584,0,7,RENT,other,477.22,0.7158,0.8715,1
47,67385,10024,36,591,1,27,RENT,debt_consolidation,299.39,0.0533,0.2065,0
43,31401,13111,60,613,2,15,RENT,credit_card,160.51,0.0613,0.4016,1
44,41983,12521,60,671,2,12,RENT,credit_card,257.6,0.0736,0.3673,1
29,81691,1083,48,787,0,4,RENT,other,-4.71,-0.0007,0.0411,0
55,61441,9598,60,606,1,2,OWN,credit_card,129.25,0.0252,0.1636,0
40,84804,22962,24,676,1,12,RENT,small_business,911.62,0.129,0.3951,1
57,52410,23121,60,737,1,18,MORTGAGE,other,466.77,0.1069,0.2116,0
62,61109,19118,36,724,0,11,OTHER,credit_card,510.81,0.1003,0.1081,0
37,45186,1000,36,595,1,18,RENT,debt_consolidation,-18.22,-0.0048,0.1403,0
67,33026,7184,48,711,0,16,RENT,credit_card,212.01,0.077,0.1001,0
51,61035,19675,60,740,0,10,RENT,other,248.53,0.0489,0.0976,0
28,41281,32123,60,757,2,26,MORTGAGE,credit_card,538.59,0.1566,0.3958,1
35,62890,14854,24,759,1,2,OWN,other,584.91,0.1116,0.2305,1
51,38590,15958,36,572,0,28,OWN,other,473.59,0.1473,0.1918,0
50,46492,13868,48,666,0,1,MORTGAGE,debt_consolidation,267.75,0.0691,0.1269,0
66,48094,1934,48,601,0,23,MORTGAGE,credit_card,-30.28,-0.0076,0.0524,0
40,71539,18519,12,558,0,25,MORTGAGE,home_improvement,1550.44,0.2601,0.4521,0
59,41513,1000,36,683,0,13,MORTGAGE,debt_consolidation,4.82,0.0014,0.0523,0
32,73739,14147,60,664,0,25,MORTGAGE,credit_card,277.88,0.0452,0.0711,0
69,31902,15890,48,661,0,21,MORTGAGE,debt_consolidation,334.39,0.1258,0.1414,0
37,55397,15492,36,616,0,20,RENT,small_business,537.41,0.1164,0.2445,0
62,36247,2015,48,821,1,16,OTHER,other,14.15,0.0047,0.0515,0
50,72314,7909,48,755,0,1,MORTGAGE,debt_consolidation,223.4,0.0371,0.0732,0
49,33626,21887,60,620,0,17,RENT,home_improvement,347.27,0.1239,0.2413,1
39,35665,15728,48,648,1,22,RENT,home_improvement,321.61,0.1082,0.249,0
66,24873,7975,36,684,0,14,OWN,major_purchase,259.34,0.1251,0.127,1
31,52060,4288,60,721,0,11,RENT,home_improvement,24.38,0.0056,0.0554,0
54,61820,23028,12,683,2,15,MORTGAGE,debt_consolidation,1978.43,0.384,0.8825,1
27,59662,15343,60,658,0,15,RENT,debt_consolidation,290.34,0.0584,0.1212,0
64,47115,3692,48,550,0,6,MORTGAGE,debt_consolidation,116.48,0.0297,0.1053,0
54,36789,13113,60,787,1,5,RENT,other,265.34,0.0865,0.1562,0
40,44426,6938,36,605,0,13,RENT,credit_card,221.65,0.0599,0.1155,1
58,45189,18013,48,724,0,7,MORTGAGE,other,409.29,0.1087,0.1566,0
44,55052,27536,60,652,0,19,RENT,credit_card,524.75,0.1144,0.2078,1
30,53677,4191,48,737,0,24,MORTGAGE,credit_card,87.6,0.0196,0.0415,0
52,84794,16571,36,558,0,23,RENT,major_purchase,451.37,0.0639,0.1819,0
35,50792,16389,36,605,0,18,MORTGAGE,major_purchase,479.45,0.1133,0.156,0
57,57216,1000,48,640,0,18,RENT,debt_consolidation,25.84,0.0054,0.0645,0
40,51429,23326,36,585,0,27,RENT,debt_consolidation,694.72,0.1621,0.289,0
23,43465,35989,48,612,0,11,MORTGAGE,debt_consolidation,843.03,0.2327,0.5275,1
57,57081,16380,36,740,1,8,RENT,small_business,407.71,0.0857,0.3073,1
60,41586,28596,60,688,0,8,MORTGAGE,major_purchase,481.51,0.1389,0.2408,0
28,48835,2454,36,751,0,28,MORTGAGE,debt_consolidation,15.0,0.0037,0.031,0
60,73185,7812,12,654,0,26,RENT,debt_consolidation,640.48,0.105,0.1415,0
64,40292,15712,12,638,0,4,RENT,credit_card,1301.9,0.3877,0.8016,1
43,57746,6463,48,558,0,25,RENT,credit_card,115.15,0.0239,0.1096,0
60,8000,15380,36,723,0,29,RENT,credit_card,472.46,0.7087,0.7975,1
31,46293,25033,36,638,0,13,RENT,other,713.3,0.1849,0.3485,1
66,40157,6169,48,663,0,0,OWN,major_purchase,98.54,0.0294,0.0995,0
28,52405,25475,36,610,0,2,OTHER,debt_consolidation,752.97,0.1724,0.3223,0
49,45275,1000,60,849,0,10,RENT,debt_consolidation,10.96,0.0029,0.0364,0
50,52830,9312,60,658,0,20,RENT,debt_consolidation,128.59,0.0292,0.0701,0
30,42426,13030,12,599,1,3,OWN,debt_consolidation,1034.91,0.2927,0.6937,0
59,57726,5730,60,568,0,19,RENT,major_purchase,22.24,0.0046,0.1007,0
48,15707,9451,48,686,0,0,MORTGAGE,debt_consolidation,173.65,0.1327,0.1796,1
69,52228,28961,36,597,1,5,RENT,credit_card,807.4,0.1855,0.6353,0
56,31258,27399,48,618,0,27,MORTGAGE,credit_card,617.2,0.2369,0.3649,0
33,73357,22200,60,543,0,9,OWN,debt_consolidation,267.8,0.0438,0.1817,0
52,30935,25412,60,654,0,26,RENT,debt_consolidation,516.73,0.2004,0.3064,1
56,69904,8796,48,653,0,3,MORTGAGE,major_purchase,144.78,0.0249,0.0907,0
